Reading_Zhou	Reading_Baxter	Pinyin	Fanqie	Segments	Structure	Gloss	Guangyun_ID
ɕ ĭ ɛ n ˥˩	syenH	! shàn / shān	式連切	ɕ e n /³	i n c t	leaf of door (: fan?)	w204b0505
ɕ ĭ ɛ n ˩˥	syenH	shàn	式戰切	ɕ e n /³	i n c t	leaf of door (: fan?)	w436b0403
ɕ ĭ ɛ p	syep	shè	書涉切	ɕ e p /⁴	i n c t	catch, grasp	w546b0706
ɕ ĭ ɛ p	xip	! xī / shè	書涉切	x i p /⁴	i n c t	contract (v.)	w546b0803
ɕ ĭ ɛ p	yep	! yè / shè	書涉切	j e p /⁴	i n c t	leaf	w546b0802
ɕ ĭ ɛ t	syet	shè	識列切	ɕ e t /⁴	i n c t	set up	w527b0208
ɕ ĭ ɛu ˥	syewH	! shào / shǎo	書沼切	ɕ e w /³	i n c t	young	w333a0802
ɕ ĭ ɛu ˥	syewX	shǎo	書沼切	ɕ e w /²	i n c t	few	w333a0802
ɕ ĭ ɛu ˥˩	syew	shāo	式招切	ɕ e w /¹	i n c t	burn	w209b0502
ɕ ĭ ɛu ˩˥	syew	! shāo / shǎo	失照切	ɕ e w /¹	i n c t	burn	w439a0201
ɕ ĭ ɛu ˩˥	syewH	! shào / shǎo	失照切	ɕ e w /³	i n c t	young	w439a0101
ɕ ĭ ɛu ˩˥	syewX	shǎo	失照切	ɕ e w /²	i n c t	few	w439a0101
ɕ ĭ ɛ ŋ ˥˩	syeng	shēng	書盈切	ɕ e ŋ /¹	i n c t	sound (n.)	w231b0305
ɕ ĭ ɛ ŋ ˩˥	syengH	shèng	式正切	ɕ e ŋ /³	i n c t	sage (n.)	w446b0903
ɖʰ ai ˥	drjeX	! zhì / 	宅買切	ɖ j e /²	i m n t	bug, wug	w319b1001
ɖʰ au ˩˥	dræwH	zhào	直敎切	ɖ æ w /³	i n c t	oar	w439b0601
ɖʰ au ˩˥	dræwH	zhào	直敎切	ɖ æ w /³	i n c t	wash clothes	w439b0602
ɖʰ au ˩˥	dræwk	! zhuó / zhào	直敎切	ɖ æ kʷ /⁴	i n c t	wash	w439b0602
ɖʰ a ˩	dræ	! chá / 	宅加切	ɖ æ /¹	i n t	a certain number of sheaves of grain	w219b0802
ɖʰ a ˩	du	! tú / 	宅加切	d u /¹	i n t	road	w219b0905
ɖʰ a ˩	du	! tú / 	宅加切	d u /¹	i n t	to plaster	w219b0905
ɖʰ i ˥	thejH	! tì / zhì	直几切	tʰ e j /³	i n c t	clear weeds	w309a0103
ɖʰ i ˩	drij	chí	直尼切	ɖ i j /¹	i n c t	ant egg	w123b0102
ɖʰ i ˩	drij	chí	直尼切	ɖ i j /¹	i n c t	islet	w123a1002
ɖʰ i ˩	drij	chí	直尼切	ɖ i j /¹	i n c t	slow	w123a1004
ɖʰ i ˩˥	dri	! chí / zhì	直利切	ɖ i /¹	i n t	regulate, arrange	w408a0405
ɖʰ i ˩˥	driH	zhì	直利切	ɖ i /³	i n t	regulate, arrange	w408a0405
ɖʰ i ˩˥	drijH	zhì	直利切	ɖ i j /³	i n c t	late-sown grain	w408a0402
ɖʰ i ˩˥	drijH	zhì	直利切	ɖ i j /³	i n c t	young	w408a0307
ɖʰ w i ˩	drwij	chuí	直追切	ɖ w i j /¹	i m n c t	hammer	w125b0301
ɖʰ w i ˩˥	drwijH	! duì / zhuì	直類切	ɖ w i j /³	i m n c t	ill-will	w409b0103
ɖʰ w i ˩˥	drwijH	zhuì	直類切	ɖ w i j /³	i m n c t	fall down	w409b0102
ɖʰ ĭ a ŋ ˥	drjangX	zhàng	直兩切	ɖ j a ŋ /²	i m n c t	ten feet	w340b0103
ɖʰ ĭ a ŋ ˩	drjang	! cháng / zhǎng	直良切	ɖ j a ŋ /¹	i m n c t	arena	w222b0401
ɖʰ ĭ a ŋ ˩	drjang	! cháng / zhǎng	直良切	ɖ j a ŋ /¹	i m n c t	intestines	w222b0305
ɖʰ ĭ a ŋ ˩	drjang	! cháng / zhǎng	直良切	ɖ j a ŋ /¹	i m n c t	long (adj.)	w222b0303
ɖʰ ĭ a ŋ ˩	trjangX	zhǎng	直良切	ʈ j a ŋ /²	i m n c t	grow; elder	w222b0303
ɖʰ ĭ a ŋ ˩˥	drjang	! cháng / zhàng	直亮切	ɖ j a ŋ /¹	i m n c t	long (adj.)	w444a0706
ɖʰ ĭ a ŋ ˩˥	trjangX	! zhǎng / zhàng	直亮切	ʈ j a ŋ /²	i m n c t	grow; elder	w444a0706
ɖʰ ĭ e ˥	drjeX	zhì	池爾切	ɖ j e /²	i m n t	bug, wug	w306b0106
ɖʰ ĭ e ˩	drje	chí	直離切	ɖ j e /¹	i m n t	*[d]re.[d]ro walk hesitatingly	w121a0702
ɖʰ ĭ e ˩	drje	chí	直離切	ɖ j e /¹	i m n t	a kind of flute	w121a0602
ɖʰ ĭ e ˩	drje	chí	直離切	ɖ j e /¹	i m n t	gallop	w121a0406
ɖʰ ĭ e ˩	drje	chí	直離切	ɖ j e /¹	i m n t	pool (n.)	w121a0502
ɖʰ ĭ o ˥	drjoX	zhù	直吕切	ɖ j o /²	i m n t	ramie; flax	w312b0901
ɖʰ ĭ o ˩	drjak	! zhuó / chú	直魚切	ɖ j a k /⁴	i m n c t	put on clothes; be attached	w132a0104
ɖʰ ĭ o ˩	drjo	chú	直魚切	ɖ j o /¹	i m n t	remove	w131b1001
ɖʰ ĭ o ˩	drjoH	! zhù / chú	直魚切	ɖ j o /³	i m n t	pass away	w131b1001
ɖʰ ĭ o ˩	du	! tú / chú	直魚切	d u /¹	i n t	butcher (v.)	w132a0202
ɖʰ ĭ o ˩	du	! tú / chú	直魚切	d u /¹	i n t	path	w131b1004
ɖʰ ĭ o ˩	trhjak	! chuò / chú	直魚切	ʈʰ j a k /⁴	i m n c t	jump over, pass over	w131b1002
ɖʰ ĭ o ˩	trjak	! zhuó / chú	直魚切	ʈ j a k /⁴	i m n c t	to place	w132a0104
ɖʰ ĭ o ˩	trjoH	! zhù / chú	直魚切	ʈ j o /³	i m n t	place (n.); visible	w132a0104
ɖʰ ĭ o ˩˥	drjo	! chú / zhù	遟倨切	ɖ j o /¹	i m n t	remove	w412b1002
ɖʰ ĭ o ˩˥	drjoH	zhù	遟倨切	ɖ j o /³	i m n t	pass away	w412b1002
ɖʰ ĭ u k	drjuwk	! zhóu / zhú	直六切	ɖ j u kʷ /⁴	i m n c t	wheel-axle	w504b0701
ɖʰ ĭ u k	drjuwk	zhú	直六切	ɖ j u kʷ /⁴	i m n c t	pursue	w504b0607
ɖʰ ĭ u ŋ ˩	drjuwng	chóng	直弓切	ɖ j u ŋʷ /¹	i m n c t	insect	w108b0801
ɖʰ ĭ u ŋ ˩˥	drjuwng	! chóng / zhòng	直衆切	ɖ j u ŋʷ /¹	i m n c t	insect	w403a0601
ɖʰ ĭ u ŋ ˩˥	drjuwngH	zhòng	直衆切	ɖ j u ŋʷ /³	i m n c t	middle (of brothers)	w403a0404
ɖʰ ĭ u ˥	drjuX	zhù	直主切	ɖ j u /²	i m n t	pillar	w315b0706
ɖʰ ĭ u ˩	drju	chú	直誅切	ɖ j u /¹	i m n t	drje-drjo walk hesitatingly	w136b0305
ɖʰ ĭ u ˩	drju	chú	直誅切	ɖ j u /¹	i m n t	kitchen	w136b0304
ɖʰ ĭ u ˩˥	drjuH	zhù	持遇切	ɖ j u /³	i m n t	stop (v.)	w413b0402
ɖʰ ĭw o k	drjowk	! zhuó / zhú	直録切	ɖ j o kʷ /⁴	i m n c t	stop walking	w508b0701
ɖʰ ĭw o ŋ ˥	drjowng	! chóng / zhòng	直隴切	ɖ j o ŋʷ /¹	i m n c t	repeat; double	w303b0407
ɖʰ ĭw o ŋ ˥	drjowngH	zhòng	直隴切	ɖ j o ŋʷ /³	i m n c t	weight (n.)	w303b0407
ɖʰ ĭw o ŋ ˥	drjowngX	zhòng	直隴切	ɖ j o ŋʷ /²	i m n c t	heavy	w303b0407
ɖʰ ĭw o ŋ ˩	drjowng	! chóng / zhòng	直容切	ɖ j o ŋʷ /¹	i m n c t	repeat; double	w114b0604
ɖʰ ĭw o ŋ ˩	drjowngH	zhòng	直容切	ɖ j o ŋʷ /³	i m n c t	weight (n.)	w114b0604
ɖʰ ĭw o ŋ ˩	drjowngX	zhòng	直容切	ɖ j o ŋʷ /²	i m n c t	heavy	w114b0604
ɖʰ ĭw o ŋ ˩˥	drjowng	! chóng / zhòng	柱用切	ɖ j o ŋʷ /¹	i m n c t	repeat; double	w404a0501
ɖʰ ĭw o ŋ ˩˥	drjowngH	zhòng	柱用切	ɖ j o ŋʷ /³	i m n c t	weight (n.)	w404a0501
ɖʰ ĭw o ŋ ˩˥	drjowngX	zhòng	柱用切	ɖ j o ŋʷ /²	i m n c t	heavy	w404a0501
ɖʰ ĭw ɛ n ˩	drjwen	chuán	直攣切	ɖ ɥ e n /¹	i m n c t	beam, rafter	w207a0401
ɖʰ ĭw ɛ n ˩	drjwen	chuán	直攣切	ɖ ɥ e n /¹	i m n c t	transmit	w207a0402
ɖʰ ĭw ɛ n ˩	drjwenH	! zhuàn / chuán	直攣切	ɖ ɥ e n /³	i m n c t	what has been transmitted	w207a0402
ɖʰ ĭw ɛ n ˩	trjwenH	! zhuàn / chuán	直攣切	ʈ ɥ e n /³	i m n c t	relay post	w207a0402
ɖʰ ĭw ɛ n ˩˥	drjwen	chuán	直戀切	ɖ ɥ e n /¹	i m n c t	transmit	w437a0706
ɖʰ ĭw ɛ n ˩˥	drjwenH	! zhuàn / chuán	直戀切	ɖ ɥ e n /³	i m n c t	what has been transmitted	w437a0706
ɖʰ ĭw ɛ n ˩˥	trjwenH	! zhuàn / chuán	直戀切	ʈ ɥ e n /³	i m n c t	relay post	w437a0706
ɖʰ ĭ ĕ m ˥	drimX	zhèn	直稔切	ɖ i m /²	i n c t	I, we, our	w348b0405
ɖʰ ĭ ĕ m ˩	drim	chén	直深切	ɖ i m /¹	i n c t	sacrifice in which gifts are sunk in water	w244a0903
ɖʰ ĭ ĕ m ˩	drim	chén	直深切	ɖ i m /¹	i n c t	sink (v.)	w244a0903
ɖʰ ĭ ĕ m ˩	drimH	chén	直深切	ɖ i m /³	i n c t	sacrifice in which gifts are sunk in water	w244a0903
ɖʰ ĭ ĕ m ˩	syimX	! shěn / chén	直深切	ɕ i m /²	i n c t	(name of a state)	w244a0903
ɖʰ ĭ ĕ m ˩	tsyimH	! zhèn / chén	直深切	tɕ i m /³	i n c t	use as a pillow	w244b0101
ɖʰ ĭ ĕ m ˩	tsyimX	! zhěn / chén	直深切	tɕ i m /²	i n c t	pillow	w244b0101
ɖʰ ĭ ĕ m ˩˥	drim	! chén / zhèn	直禁切	ɖ i m /¹	i n c t	sacrifice in which gifts are sunk in water	w451b0901
ɖʰ ĭ ĕ m ˩˥	drim	! chén / zhèn	直禁切	ɖ i m /¹	i n c t	sink (v.)	w451b0901
ɖʰ ĭ ĕ m ˩˥	drimH	! chén / zhèn	直禁切	ɖ i m /³	i n c t	sacrifice in which gifts are sunk in water	w451b0901
ɖʰ ĭ ĕ m ˩˥	drimH	zhèn	直禁切	ɖ i m /³	i n c t	poison (v.)	w451b0805
ɖʰ ĭ ĕ m ˩˥	syimX	! shěn / zhèn	直禁切	ɕ i m /²	i n c t	(name of a state)	w451b0901
ɖʰ ĭ ĕ n ˩	drin	chén	直珍切	ɖ i n /¹	i n c t	arrange	w148b0103
ɖʰ ĭ ĕ n ˩	drin	chén	直珍切	ɖ i n /¹	i n c t	dust (n.)	w148b0401
ɖʰ ĭ ĕ n ˩	drinH	! zhèn / chén	直珍切	ɖ i n /³	i n c t	battle array	w148b0103
ɖʰ ĭ ĕ n ˩˥	drin	! chén / zhèn	直刃切	ɖ i n /¹	i n c t	arrange	w428a0203
ɖʰ ĭ ĕ n ˩˥	drinH	! zhěn / zhèn	直刃切	ɖ i n /³	i n c t	examine	w428a0205
ɖʰ ĭ ĕ n ˩˥	drinH	zhèn	直刃切	ɖ i n /³	i n c t	battle array	w428a0203
ɖʰ ĭ ĕ n ˩˥	tsyinX	! zhěn / zhèn	直刃切	tɕ i n /²	i n c t	examine	w428a0205
ɖʰ ĭ ĕ p	drip	zhé	直立切	ɖ i p /⁴	i n c t	hibernate; cluster	w543b0602
ɖʰ ĭ ə k	dok	! tè / zhí	除力切	d o k /⁴	i n c t	single	w539b0804
ɖʰ ĭ ə k	drik	zhí	除力切	ɖ i k /⁴	i n c t	straight	w539b0803
ɖʰ ĭ əu ˥	drjuwX	zhòu	除柳切	ɖ j u w /²	i m n c t	leather belt used on the rump of a horse hitched to a cart; name of last Shāng ruler	w346a0803
ɖʰ ĭ əu ˩	drjuw	chóu	直由切	ɖ j u w /¹	i m n c t	bind round	w240a0803
ɖʰ ĭ əu ˩	drjuw	chóu	直由切	ɖ j u w /¹	i m n c t	dense, thick	w240a0804
ɖʰ ĭ əu ˩	drjuw	chóu	直由切	ɖ j u w /¹	i m n c t	in the past, yesterday	w240a0801
ɖʰ ĭ əu ˩	drjuw	chóu	直由切	ɖ j u w /¹	i m n c t	plowed field	w240a0801
ɖʰ ĭ əu ˩˥	drjuwH	zhòu	直祐切	ɖ j u w /³	i m n c t	helmet	w449a0101
ɖʰ ĭ əu ˩˥	drjuwX	zhòu	直祐切	ɖ j u w /²	i m n c t	new spirits made to ferment by addition of older spirits	w449a0103
ɖʰ ĭ əu ˩˥	trjuwX	! zhǒu / zhòu	直祐切	ʈ j u w /²	i m n c t	pain in the intestines	w449a0203
ɖʰ ĭ ə ŋ ˩	dring	chéng	直陵切	ɖ i ŋ /¹	i n c t	limpid, clear	w234b0801
ɖʰ ĭ ə ŋ ˩	dring	chéng	直陵切	ɖ i ŋ /¹	i n c t	reprove; punish	w234b0804
ɖʰ ĭ ə ˩	dri	! chí / zhì	直之切	ɖ i /¹	i n t	grasp, hold	w127b1003
ɖʰ ĭ ə ˩	dri	! chí / zhì	直之切	ɖ i /¹	i n t	regulate, arrange	w127b1002
ɖʰ ĭ ə ˩	driH	zhì	直之切	ɖ i /³	i n t	regulate, arrange	w127b1002
ɖʰ ĭ ə ˩˥	dri	! chí / zhí	直吏切	ɖ i /¹	i n t	regulate, arrange	w409b0706
ɖʰ ĭ ə ˩˥	driH	! zhì / zhí	直吏切	ɖ i /³	i n t	hold upright	w409b0704
ɖʰ ĭ ə ˩˥	driH	! zhì / zhí	直吏切	ɖ i /³	i n t	regulate, arrange	w409b0706
ɖʰ ĭ ə ˩˥	driH	zhí	直吏切	ɖ i /³	i n t	grow, flourish	w409b0705
ɖʰ ĭ ə ˩˥	driH	zhí	直吏切	ɖ i /³	i n t	to plant, set upright	w409b0705
ɖʰ ĭ ə ˩˥	dzyik	zhí	直吏切	dʑ i k /⁴	i n c t	to plant; plants	w409b0705
ɖʰ ĭ ɛi ˩˥	drjejH	zhì	直例切	ɖ j e j /³	i m n c t	pig	w420b0602
ɖʰ ĭ ɛ k	tek	! dí / zhì	直炙切	t e k /⁴	i n c t	hoof	w536b0808
ɖʰ ĭ ɛ n ˩	drjen	chán	直連切	ɖ j e n /¹	i m n c t	bind, wind	w204b0903
ɖʰ ĭ ɛ n ˩	drjen	chán	直連切	ɖ j e n /¹	i m n c t	farmyard	w205a0101
ɖʰ ĭ ɛ n ˩	drjen	chán	直連切	ɖ j e n /¹	i m n c t	tracks; orbit (v.)	w204b1001
ɖʰ ĭ ɛ n ˩˥	drjen	! chán / zhān	持碾切	ɖ j e n /¹	i m n c t	bind, wind	w437b0301
ɖʰ ĭ ɛ t	drjet	! chè / zhé	直列切	ɖ j e t /⁴	i m n c t	penetrate	w527a1002
ɖʰ ĭ ɛ t	drjet	! chè / zhé	直列切	ɖ j e t /⁴	i m n c t	remove, take away	w527a1003
ɖʰ ĭ ɛ t	drjet	zhé	直列切	ɖ j e t /⁴	i m n c t	wheel-track	w527a1001
ɖʰ ĭ ɛ t	trhjet	! chè / zhé	直列切	ʈʰ j e t /⁴	i m n c t	penetrate	w527a1002
ɖʰ ĭ ɛ t	trhjet	! chè / zhé	直列切	ʈʰ j e t /⁴	i m n c t	remove, take away	w527a1003
ɖʰ ĭ ɛu ˥	drjewX	zhào	治小切	ɖ j e w /²	i m n c t	great number	w333a0301
ɖʰ ĭ ɛu ˩	drjew	! cháo / ⿱ rì miǎn	直遥切	ɖ j e w /¹	i m n c t	(morning) audience at court	w209a0402
ɖʰ ĭ ɛu ˩	drjew	! cháo / ⿱ rì miǎn	直遥切	ɖ j e w /¹	i m n c t	morning tide	w209a0403
ɖʰ ĭ ɛu ˩	trjew	! zhāo / ⿱ rì miǎn	直遥切	ʈ j e w /¹	i m n c t	morning	w209a0402
ɖʰ ĭ ɛu ˩˥	drjewH	zhào	直照切	ɖ j e w /³	i m n c t	summon	w438b0101
ɖʰ ĭ ɛu ˩˥	dzyewX	! shào / zhào	直照切	dʑ e w /²	i n c t	(place name)	w438b0101
ɖʰ ĭ ɛ ŋ ˩	drjeng	chéng	直貞切	ɖ j e ŋ /¹	i m n c t	Chéng (a surname)	w231b0106
ɖʰ ĭ ɛ ŋ ˩	drjeng	chéng	直貞切	ɖ j e ŋ /¹	i m n c t	to manifest	w231b0105
ɖʰ ĭ ɛ ŋ ˩˥	drjeng	! chéng / zhèng	直正切	ɖ j e ŋ /¹	i m n c t	to manifest	w447a0101
ɖʰ ɐ k	dek	! dí / zhái	場伯切	d e k /⁴	i n c t	pheasant	w533b0802
ɖʰ ɐ k	dræk	! zé / zhái	場伯切	ɖ æ k /⁴	i n c t	marsh; moisture	w533b0704
ɖʰ ɐ k	dræk	zhái	場伯切	ɖ æ k /⁴	i n c t	residence	w533b0701
ɖʰ ɐ k	syek	! shì / zhái	場伯切	ɕ e k /⁴	i n c t	spec. of jujube tree	w533b0902
ɖʰ ɐ ŋ ˩	dring	chéng	直庚切	ɖ i ŋ /¹	i n c t	limpid, clear	w228b0603
ɖʰ ɔ k	dræwH	! zhào / zhuó	直角切	ɖ æ w /³	i n c t	wash clothes	w510b0702
ɖʰ ɔ k	dræwk	zhuó	直角切	ɖ æ kʷ /⁴	i n c t	muddy	w510b0604
ɖʰ ɔ k	dræwk	zhuó	直角切	ɖ æ kʷ /⁴	i n c t	pull out, select	w510b0701
ɖʰ ɔ k	dræwk	zhuó	直角切	ɖ æ kʷ /⁴	i n c t	wash	w510b0702
ɖʰ ɔ ŋ ˩	dræwng	chuáng	宅江切	ɖ æ ŋʷ /¹	i n c t	strike	w116b0305
ɖʰ ɔ ŋ ˩	dræwngH	! zhuàng / chuáng	宅江切	ɖ æ ŋʷ /³	i n c t	strike	w116b0305
ɖʰ ɔ ŋ ˩˥	dræwng	! chuáng / chōng	直絳切	ɖ æ ŋʷ /¹	i n c t	strike	w404a1004
ɖʰ ɔ ŋ ˩˥	dræwngH	! zhuàng / chōng	直絳切	ɖ æ ŋʷ /³	i n c t	strike	w404a1004
ɣ ai ˥	hɛX	xiè	胡買切	ɣ ɛ /²	i n t	=懈 lazy	w319b0603
ɣ ai ˥	hɛX	xiè	胡買切	ɣ ɛ /²	i n t	crab	w319b0601
ɣ ai ˥	hɛX	xiè	胡買切	ɣ ɛ /²	i n t	understand	w319b0603
ɣ ai ˥	kɛX	! jiě / xiè	胡買切	k ɛ /²	i n t	cut up; unloose	w319b0603
ɣ ai ˩	hɛ	xié	戸佳切	ɣ ɛ /¹	i n t	shoe	w143a0104
ɣ ai ˩˥	hɛH	xiè	胡懈切	ɣ ɛ /³	i n t	邂逅 xièhòu meet unexpectedly; carefree	w423a0804
ɣ ai ˩˥	hɛX	xiè	胡懈切	ɣ ɛ /²	i n t	=懈 lazy	w423a0805
ɣ ai ˩˥	hɛX	xiè	胡懈切	ɣ ɛ /²	i n t	understand	w423a0805
ɣ ai ˩˥	kɛX	! jiě / xiè	胡懈切	k ɛ /²	i n t	cut up; unloose	w423a0805
ɣ a m ˥	hamX	! jiàn / kǎn	胡黤切	ɣ a m /²	i n c t	railing; cage	w353a0401
ɣ a m ˥	hæmX	! jiàn / kǎn	胡黤切	ɣ æ m /²	i n c t	railing; cage	w353a0401
ɣ a m ˥	hæmX	! jiàn / kǎn	胡黤切	ɣ æ m /²	i n c t	straight-jetted (water)	w353a0401
ɣ a m ˩	hæm	xián	戸監切	ɣ æ m /¹	i n c t	a bit; hold in the mouth	w250b0901
ɣ a p	hæp	xiá	胡甲切	ɣ æ p /¹	i n c t	box	w549b0602
ɣ a p	hæp	xiá	胡甲切	ɣ æ p /¹	i n c t	cage; box	w549b0601
ɣ a p	hæp	xiá	胡甲切	ɣ æ p /¹	i n c t	disrespectful	w549b0501
ɣ a t	hæt	xiá	胡瞎切	ɣ æ t /¹	i n c t	wheel-axle cap with linch-pin	w522b0103
ɣ au ˩	hæw	yáo	胡茅切	ɣ æ w /¹	i n c t	change; hexagram	w211a1006
ɣ au ˩	hæw	yáo	胡茅切	ɣ æ w /¹	i n c t	food	w211a0901
ɣ au ˩˥	hæwH	xiào	胡敎切	ɣ æ w /³	i n c t	imitate, follow	w439a0401
ɣ a ˥	hæH	xià	胡雅切	ɣ æ /³	i n t	descend	w338b0604
ɣ a ˥	hæH	xià	胡雅切	ɣ æ /³	i n t	summer	w338b0606
ɣ a ˥	hæX	xià	胡雅切	ɣ æ /²	i n t	down	w338b0604
ɣ a ˥	hæX	xià	胡雅切	ɣ æ /²	i n t	great	w338b0606
ɣ a ˥	hæX	xià	胡雅切	ɣ æ /²	i n t	house, room	w338b0701
ɣ a ˩	hæ	! há / xiá	胡加切	ɣ æ /¹	i n t	hae-mae frog	w219a0104
ɣ a ˩	hæ	xiá	胡加切	ɣ æ /¹	i n t	distant	w219a0103
ɣ a ˩	hæ	xiá	胡加切	ɣ æ /¹	i n t	flaw, blemish	w219a0202
ɣ a ˩	hæ	xiá	胡加切	ɣ æ /¹	i n t	horse of mixed red and white color	w219a0203
ɣ a ˩˥	hæH	! xià / xiá	胡駕切	ɣ æ /³	i n t	descend	w442b0805
ɣ a ˩˥	hæH	! xià / xiá	胡駕切	ɣ æ /³	i n t	leisure	w442b0803
ɣ a ˩˥	hæH	! xià / xiá	胡駕切	ɣ æ /³	i n t	rush, sedge	w442b0806
ɣ a ˩˥	hæH	! xià / xiá	胡駕切	ɣ æ /³	i n t	summer	w442b0804
ɣ a ˩˥	hæX	! xià / xiá	胡駕切	ɣ æ /²	i n t	down	w442b0805
ɣ a ˩˥	hæX	! xià / xiá	胡駕切	ɣ æ /²	i n t	great	w442b0804
ɣ i ei ˩	hej	xī	胡雞切	ɣ e j /¹	i n c t	(final particle)	w141a0601
ɣ i ei ˩	hej	xī	胡雞切	ɣ e j /¹	i n c t	foot-path	w141a0404
ɣ i ei ˩	hej	xī	胡雞切	ɣ e j /¹	i n c t	slave, servant	w141a0303
ɣ i ei ˩	hej	xī	胡雞切	ɣ e j /¹	i n c t	why, what	w141a0303
ɣ i ei ˩˥	hejH	! xì / xí	胡計切	ɣ e j /³	i n c t	attach; suspend	w418a0104
ɣ i ei ˩˥	hejH	! xì / xí	胡計切	ɣ e j /³	i n c t	bind (v.)	w417b1007
ɣ i ei ˩˥	kejH	! jì / xí	胡計切	k e j /³	i n c t	tie (v.)	w418a0104
ɣ i e m ˩	hem	xián	戸兼切	ɣ e m /¹	i n c t	doubt, doubtful	w250a0306
ɣ i e n ˥	henX	xiàn	胡典切	ɣ e n /²	i n c t	to be like	w329a0301
ɣ i e n ˩	hen	xián	胡田切	ɣ e n /¹	i n c t	string of bow or instrument	w202a0805
ɣ i e n ˩	hen	xián	胡田切	ɣ e n /¹	i n c t	worthy	w202a0803
ɣ i e n ˩˥	henH	! xiàn / jiàn	胡甸切	ɣ e n /³	i n c t	appear	w435b0205
ɣ i e n ˩˥	henH	! xiàn / jiàn	胡甸切	ɣ e n /³	i n c t	appear	w435b0206
ɣ i e n ˩˥	henH	! xiàn / jiàn	胡甸切	ɣ e n /³	i n c t	cause to appear, introduce	w435b0205
ɣ i e n ˩˥	kenH	jiàn	胡甸切	k e n /³	i n c t	see (v.)	w435b0205
ɣ i e p	hep	xié	胡頰切	ɣ e p /⁴	i n c t	grasp	w548a0301
ɣ i e t	het	xié	胡結切	ɣ e t /⁴	i n c t	tuck in skirts (v.)	w524b0104
ɣ i e t	hɛk	! hé / xié	胡結切	ɣ ɛ k /⁴	i n c t	kernel	w524b0407
ɣ i e ŋ ˥	hengH	! jìng / xìng	胡頂切	ɣ e ŋ /³	i n c t	leg, shank	w344b0403
ɣ i e ŋ ˩	heng	! xíng / 	戸經切	ɣ e ŋ /¹	i n c t	form, shape	w232a1002
ɣ i e ŋ ˩	heng	! xíng / 	戸經切	ɣ e ŋ /¹	i n c t	model, form	w232a1001
ɣ i e ŋ ˩	heng	! xíng / 	戸經切	ɣ e ŋ /¹	i n c t	punish(ment)	w232a1001
ɣ i e ŋ ˩	heng	! xíng / 	戸經切	ɣ e ŋ /¹	i n c t	ravine	w232b0206
ɣ i e ŋ ˩	heng	! xíng / 	戸經切	ɣ e ŋ /¹	i n c t	whetstone	w232b0302
ɣ i e ŋ ˩˥	hengH	jìng	胡定切	ɣ e ŋ /³	i n c t	leg, shank	w447b0103
ɣ iw ei ˩˥	hwejH	huì	胡桂切	ɣ w e j /³	i m n c t	intelligent	w418a0705
ɣ iw ei ˩˥	hwejH	huì	胡桂切	ɣ w e j /³	i m n c t	kind, good	w418a0803
ɣ iw e n ˥	hwenX	xuàn	胡畎切	ɣ w e n /²	i m n c t	pure (of jade)	w329a1001
ɣ iw e n ˩	hwen	! xuán / 	胡㳙切	ɣ w e n /¹	i m n c t	suspend	w203b0601
ɣ iw e n ˩	hwen	! xuán / 	胡㳙切	ɣ w e n /¹	i m n c t	suspend	w203b0602
ɣ iw e n ˩	hwenH	! xiàn / 	胡㳙切	ɣ w e n /³	i m n c t	district	w203b0601
ɣ iw e n ˩˥	hwen	! xuán / xiàn	黃<original_text>練<rewrite_text>絢</rewrite_text> </original_text>切	ɣ w e n /¹	i m n c t	suspend	w434b1001
ɣ iw e n ˩˥	hwenH	xiàn	黃<original_text>練<rewrite_text>絢</rewrite_text> </original_text>切	ɣ w e n /³	i m n c t	district	w434b1001
ɣ iw e t	hwet	xué	胡決切	ɣ w e t /⁴	i m n c t	cave, pit	w523b1008
ɣ iw e ŋ ˩	hweng	yíng	戸扃切	ɣ w e ŋ /¹	i m n c t	dazzle	w234b0105
ɣ u o k	howk	! hè / hú	胡沃切	ɣ o kʷ /⁴	i n c t	high	w507b0402
ɣ u o k	hæwk	! hè / hú	胡沃切	ɣ æ kʷ /⁴	i n c t	white (of birds)	w507b0401
ɣ u ŋ ˥	huwng	! hóng / hòng	胡孔切	ɣ u ŋʷ /¹	i n c t	kind of wild goose	w302b1001
ɣ u ŋ ˩	huwng	hóng	戸公切	ɣ u ŋʷ /¹	i n c t	kind of wild goose	w111b0706
ɣ u ŋ ˩	huwng	hóng	戸公切	ɣ u ŋʷ /¹	i n c t	pink	w111b0703
ɣ u ŋ ˩	kæwngH	! jiàng / hóng	戸公切	k æ ŋʷ /³	i n c t	rainbow	w111b0704
ɣ u ɑi ˩˥	hwajH	huì	黃外切	ɣ w a j /³	i m n c t	come together	w422a0602
ɣ u ɑi ˩˥	kwajH	! kuài / huì	黃外切	k w a j /³	i m n c t	calculate; calculation	w422a0602
ɣ u ɑ k	hwak	huò	胡郭切	ɣ w a k /⁴	i m n c t	reap	w532a0605
ɣ u ɑ k	ʔwæk	! wò / huò	胡郭切	ʔ w æ k /⁴	i m n c t	catch (v.)	w532a0703
ɣ u ɑ n ˥	hwanX	huǎn	胡管切	ɣ w a n /²	i m n c t	slack; slow	w327a0201
ɣ u ɑ n ˩	hjwenH	! yuàn / 	胡官切	ɣ ɥ e n /³	i m n c t	wall round a courtyard	w158b0203
